Date,Baseline Period,Actual Consumption (kWh),Avg WB Temperature (°F),Product A,Product B,Product C,Seasonal Indicator,"Max (AvgWB,55) (°F)",Total Production,Expected Consumption (kWh),Actual Minus Expected (kWh),Cumulative Energy Savings (kWh)
8/20/2014,1000000,78860.32,72.94,179195.91,249502.44,115353.9059,0,72.94,428698.35,77411.85,-1448.47,-45123.58
8/21/2014,1000000,82392.75,74.23,250476.82,364945.35,420811.9203,0,74.23,615422.17,84776.24,2383.49,-42740.08
8/22/2014,1000000,81922.22,74.59,153533.37,408859.92,459461.7165,0,74.59,562393.29,83150.23,1228.01,-41512.07
8/23/2014,1000000,88488.5,73.77,193597.09,393060.75,331333.9684,0,73.77,586657.84,83472.63,-5015.87,-46527.95
8/24/2014,0,86170.76,73.96,238840.47,447482.73,316400.1499,0,73.96,686323.2,87086.62,915.85,-45612.09
8/25/2014,0,71799.67,73.28,167317.05,0,0,0,73.28,167317.05,68480.13,-3319.55,-48931.64
8/26/2014,0,61532.67,71.93,0,0,0,0,71.93,0,61757.53,224.86,-48706.78
8/27/2014,0,71129.23,68.53,113706.5,170559.75,197276.2798,0,68.53,284266.25,69524.55,-1604.68,-50311.46
8/28/2014,0,80884.45,65.13,164152.85,372294.37,354896.1407,0,65.13,536447.23,76168.59,-4715.86,-55027.32
8/29/2014,0,81007.5,68.65,179669.62,329309.47,474741.4304,0,68.65,508979.09,77472.41,-3535.1,-58562.42
8/30/2014,0,86199.44,71.05,236887.47,394812.45,325547.5254,0,71.05,631699.91,83305.41,-2894.03,-61456.45
8/31/2014,0,79476.26,74.76,199257.99,368428.59,377468.8556,0,74.76,567686.58,83445.14,3968.88,-57487.56
9/1/2014,0,53589.46,76.92,204858.75,0,111488.7819,0,76.92,204858.75,72134.17,18544.71,-38942.85
9/2/2014,0,40370.48,75.66,0,0,170801.46,0,75.66,0,64153.78,23783.29,-15159.56
9/3/2014,0,52332.98,74.97,0,0,127972.935,0,74.97,0,63712.5,11379.53,-3780.03
9/4/2014,0,73892.91,73.82,139416.25,308867.51,140835.3829,0,73.82,448283.76,78661.63,4768.72,988.69
9/5/2014,0,81767.74,74.16,159711.78,350549.49,233033.8867,0,74.16,510261.26,81048.81,-718.93,269.76
9/6/2014,0,82987.72,74.27,246333.18,408808.25,277429.6806,0,74.27,655141.42,86190.48,3202.76,3472.52
9/7/2014,0,78384.34,75.5,218675.95,413335.46,272590.4224,0,75.5,632011.41,86171.21,7786.88,11259.39
9/8/2014,0,44157.53,73.27,100213.81,0,81544.738,0,73.27,100213.81,66128.84,21971.31,33230.7
9/9/2014,0,50983.07,70.44,0,0,38157.40402,0,70.44,0,60805.45,9822.38,43053.08
9/10/2014,0,70953.69,71.25,96833.14,225944,73724.39398,0,71.25,322777.15,72618.81,1665.11,44718.2
9/11/2014,0,82586.47,73.63,170688.5,369464.99,457746.6896,0,73.63,540153.49,81756.73,-829.74,43888.46
9/12/2014,0,80659.9,72.55,175728.97,440863.91,267916.6732,0,72.55,616592.88,83742.11,3082.21,46970.67
9/13/2014,0,80831.64,71.47,198178.11,331709.89,331050.9654,0,71.47,529888,80009.43,-822.21,46148.45
9/14/2014,0,77634.02,70.35,147849.72,372747.89,545260.2508,0,70.35,520597.61,78968.04,1334.02,47482.48
9/15/2014,0,52608.4,72.27,156274.28,0,0,0,72.27,156274.28,67448.13,14839.73,62322.2
9/16/2014,0,47676.41,64.96,0,0,51394.80542,0,64.96,0,57287.31,9610.9,71933.1
9/17/2014,0,75540.9,70.76,156570.47,323707.04,465146.466,0,70.76,480277.5,77821.09,2280.19,74213.3
9/18/2014,0,79599.92,73.99,217881.09,314835.51,318796.1346,0,73.99,532716.6,81730.41,2130.48,76343.78
9/19/2014,0,79453.19,70.47,216419.96,345709.81,430393.856,0,70.47,562129.77,80500.37,1047.18,77390.96
9/20/2014,0,81016.08,66.02,223046.72,310557.88,219835.9011,0,66.02,533604.6,76642.72,-4373.36,73017.6
9/21/2014,0,74443.2,65.13,179395.94,441351.26,296915.1673,0,65.13,620747.2,79122.3,4679.1,77696.7
9/22/2014,0,43535.56,68.27,99828.49,0,82800.62737,0,68.27,99828.49,62907.31,19371.75,97068.45
9/23/2014,0,38383.15,70.44,0,0,18369.14135,0,70.44,0,60804.53,22421.38,119489.83
9/24/2014,0,56912.51,67.49,40358.94,85369.85,217575.3959,0,67.49,125728.79,63313.9,6401.4,125891.22
9/25/2014,0,72677.74,65.66,172607,314983.39,254890.3049,0,65.66,487590.38,74800.71,2122.97,128014.19
9/26/2014,0,81927.51,67.17,188163.46,456231.94,413987.5996,0,67.17,644395.4,81261.11,-666.39,127347.79
9/27/2014,0,76584.67,68.62,143708.07,375093.62,453421.7547,0,68.62,518801.69,77795.96,1211.28,128559.07
9/28/2014,0,73299.47,65.41,249024.39,355403.74,264925.8941,0,65.41,604428.13,78733.77,5434.3,133993.37
9/29/2014,0,46600.09,61.04,107224.78,0,132804.162,0,61.04,107224.78,58522.67,11922.58,145915.96
9/30/2014,0,51284.87,58.93,120295.25,0,0,0,58.93,120295.25,57629.4,6344.53,152260.49
10/1/2014,0,73460.94,60.28,132338.56,352418.06,402158.6072,0,60.28,484756.61,71252.02,-2208.92,150051.57
10/2/2014,0,71257.88,61.41,232370.11,324872.35,338161.0982,0,61.41,557242.46,74512.5,3254.62,153306.19
10/3/2014,0,78722.73,62.45,193604.2,287998.29,302334.5742,0,62.45,481602.49,72531.39,-6191.34,147114.85
10/4/2014,0,80085.36,63.99,175268.85,466741.58,406563.8264,0,63.99,642010.43,79137.59,-947.77,146167.08
10/5/2014,0,73702.47,65.29,195570.45,389969.83,473086.6749,0,65.29,585540.28,77990.31,4287.84,150454.92
10/6/2014,0,50804.65,66.76,245784.14,0,0,0,66.76,245784.14,67042.02,16237.37,166692.3
10/7/2014,0,49657.65,68.15,0,0,0,0,68.15,0,59336.22,9678.57,176370.87
10/8/2014,0,68307.07,68.78,167853.8,257092.53,108615.64,0,68.78,424946.33,74613.95,6306.88,182677.75
10/9/2014,0,68492.82,70.31,161022.6,295132.08,279881.9251,0,70.31,456154.68,76686.03,8193.22,190870.97
10/10/2014,0,75109.35,61.48,179026.31,329571.16,468672.8968,0,61.48,508597.47,72855.99,-2253.36,188617.61
10/11/2014,0,69701.47,59.41,325477.55,462603.68,367516.209,0,59.41,788081.23,81307.92,11606.44,200224.05
10/12/2014,0,71787.66,58.91,234694.44,346232.39,443308.3334,0,58.91,580926.82,73734.43,1946.78,202170.82
10/13/2014,0,58349.85,61.22,216572.49,0,31766.04765,0,61.22,216572.49,62466.54,4116.69,206287.51
10/14/2014,0,59746.38,61.36,0,0,0,0,61.36,0,54973.15,-4773.23,201514.28
10/15/2014,0,68049.43,63.62,144150.01,414570.97,516296.3921,0,63.62,558720.98,75980.72,7931.3,209445.58
10/16/2014,0,75614.13,63.02,120455.42,216012.24,364774.2161,0,63.02,336467.67,67815.46,-7798.67,201646.91
10/17/2014,0,73363.13,63.09,246200.98,447322.9,439310.0132,0,63.09,693523.88,80363.16,7000.03,208646.94
10/18/2014,0,77469.1,61.56,294740.89,405356.24,336997.5606,0,61.56,700097.13,79609.74,2140.64,210787.58
10/19/2014,0,75137.41,65.07,274277.09,418341.82,512796.3057,0,65.07,692618.91,81601.25,6463.84,217251.42
10/20/2014,0,71137.86,65.23,0,0,171121.3919,0,65.23,0,57457.12,-13680.74,203570.68
10/21/2014,0,65739.62,60.75,383333.71,0,96397.63618,0,60.75,383333.71,68000.18,2260.56,205831.24
10/22/2014,0,70861.21,56.55,129079.39,325425.51,410480.3014,0,56.55,454504.91,67798.33,-3062.88,202768.36
10/23/2014,0,69338.33,58.81,202719.79,417218.4,513253.3924,0,58.81,619938.19,75038.55,5700.22,208468.58
10/24/2014,0,73958.44,62.98,268189.84,392376.27,373028.2981,0,62.98,660566.11,79134.69,5176.25,213644.83
10/25/2014,0,69801.89,51.78,171733.6,466681.28,547998.1801,0,55,638414.89,73238.71,3436.81,217081.64
10/26/2014,0,69301.47,45.79,185603.56,355514.69,288196.7714,0,55,541118.26,69833.32,531.85,217613.49
10/27/2014,0,54158.15,43.96,313638.82,0,0,0,55,313638.82,61871.54,7713.39,225326.89
10/28/2014,0,55752.29,41.78,0,0,7972.364886,0,55,0,50894.19,-4858.11,220468.78
10/29/2014,0,74626.14,49.69,188744.86,434175.47,287014.4018,0,55,622920.33,72696.4,-1929.74,218539.04
10/30/2014,0,72157.59,58.02,219996.01,506063.43,357702.0795,0,58.02,726059.43,78245.5,6087.91,224626.94
10/31/2014,0,74579.65,58.47,212826.6,498968.04,476555.1096,0,58.47,711794.64,78033.92,3454.27,228081.22
11/1/2014,0,77618.32,59.03,243719.08,349271.38,487225.3665,0,59.03,592990.45,74234.6,-3383.72,224697.49
11/2/2014,0,72274.84,62.02,274296.31,404654.96,520240.2713,0,62.02,678951.27,79161.75,6886.91,231584.4
11/3/2014,0,56155.82,65.81,206658.37,0,56808.07678,0,65.81,206658.37,65067.18,8911.35,240495.75
11/4/2014,0,56177.36,54.25,30073.81,0,0,0,55,30073.81,51946.77,-4230.59,236265.16
11/5/2014,0,67754.92,46.62,144754.79,320694.7,335422.2321,0,55,465449.5,67184.92,-570.01,235695.15
11/6/2014,0,72716.68,45.58,175378.26,501757.89,480040.0323,0,55,677136.16,74593.95,1877.27,237572.43
11/7/2014,0,73927.69,47.28,259118.11,417430.48,429936.3403,0,55,676548.59,74573.39,645.7,238218.13
11/8/2014,0,69042.5,58.46,239914.59,430237.9,389630.2122,0,58.46,670152.49,76571.4,7528.9,245747.03
11/9/2014,0,70948.55,56.35,252936.79,480213.33,308703.2052,0,56.35,733150.13,77418.31,6469.76,252216.79
11/10/2014,0,58211.85,42.16,198600.69,0,0,0,55,198600.69,57845.21,-366.65,251850.15
11/11/2014,0,63802.25,45.14,156176.11,0,173883.0007,0,55,156176.11,56360.35,-7441.9,244408.25
11/12/2014,0,64367.38,50.52,295600.95,484348.79,403823.5581,0,55,779949.74,78192.43,13825.04,258233.29
11/13/2014,0,67636.66,48,175027.7,360225.2,395593.1456,0,55,535252.9,69628.04,1991.37,260224.67
11/14/2014,0,59417.52,44.96,249491.72,432179.65,280533.146,0,55,681671.37,74752.68,15335.16,275559.83
11/15/2014,0,74502.32,32.02,251369.22,481485.65,503158.8437,0,55,732854.87,76544.11,2041.78,277601.61
11/16/2014,0,71563.76,35.01,193981.47,477234.7,614913.0893,0,55,671216.17,74386.75,2822.99,280424.6
11/17/2014,0,72399.8,47.56,296321.76,0,0,0,55,296321.76,61265.45,-11134.35,269290.25
11/18/2014,0,63185.96,57.46,0,0,0,0,57.46,0,52471.1,-10714.86,258575.39
11/19/2014,0,65537.91,64.17,180047.73,400751.4,340318.084,0,64.17,580799.12,77110.64,11572.73,270148.12
11/20/2014,0,70933.61,61.75,161502.57,434447.87,514751.1094,0,61.75,595950.44,76082.2,5148.59,275296.71
11/21/2014,0,70358.63,43.63,279239.51,398526.29,243537.004,0,55,677765.8,74615.99,4257.36,279554.07
11/22/2014,0,72073.44,42.19,239119.25,446036.2,450597.7792,0,55,685155.45,74874.63,2801.19,282355.26
11/23/2014,0,74557.96,50.59,222865.93,471420.46,333392.3768,0,55,694286.39,75194.21,636.25,282991.51
11/24/2014,0,66926.74,57.29,375351.33,0,87137.32837,0,57.29,375351.33,65502.93,-1423.81,281567.7
11/25/2014,0,62763.06,55.55,0,0,0,0,55.55,0,51244.96,-11518.1,270049.6
11/26/2014,0,68993.73,35.25,272856.85,376802.32,430968.3226,0,55,649659.16,73632.26,4638.52,274688.12
11/27/2014,0,70803.69,34.3,187058.41,488242.7,349038.121,0,55,675301.11,74529.72,3726.04,278414.16
11/28/2014,0,57837.11,47.44,308619.52,457185.74,617497.6275,0,55,765805.26,77697.37,19860.26,298274.42
11/29/2014,0,39229.85,37.82,8014.64,19339.08,0,0,55,27353.72,51851.57,12621.71,310896.13
11/30/2014,0,63186.31,29.89,67363.68,162546.49,110980.3646,0,55,229910.17,58941.04,-4245.27,306650.86
12/1/2014,0,41865.64,33.95,73728.16,0,18773.79834,0,55,73728.16,53474.67,11609.03,318259.89
12/2/2014,0,45182.1,36.57,85311.25,0,53493.53354,0,55,85311.25,53880.08,8697.98,326957.87
12/3/2014,0,69716.24,43.52,224445.91,400751.61,446323.6909,0,55,625197.53,72776.1,3059.85,330017.73
12/4/2014,0,75356.75,49,215076.26,309499.99,170674.9987,0,55,524576.26,69254.35,-6102.4,323915.33
12/5/2014,0,70115.46,54.31,261471.13,456856.15,334530.0825,0,55,718327.29,76035.64,5920.18,329835.51
12/6/2014,0,78059.59,62.7,308446.17,468496.33,457926.6647,0,62.7,776942.51,83028.3,4968.71,334804.23
12/7/2014,0,69916.76,66.26,171497.55,246789.16,277139.4144,0,66.26,418286.71,72763.36,2846.6,337650.83
12/8/2014,0,69903.6,65.24,349750.72,0,0,0,65.24,349750.72,69708.02,-195.58,337455.25
12/9/2014,0,68648.46,58.2,278223.74,0,53901.01388,0,58.2,278223.74,62683.05,-5965.4,331489.85
12/10/2014,0,68242.3,49.36,97634.5,266673.33,116773.6686,0,55,364307.83,63644.96,-4597.34,326892.51
12/11/2014,0,63047.49,54.54,155899.62,348629.89,497948.9912,0,55,504529.51,68552.72,5505.23,332397.74
12/12/2014,0,72494.87,51,160949.93,370237.96,229228.4006,0,55,531187.89,69485.76,-3009.11,329388.63
12/13/2014,0,67181.54,39.31,259833.37,459926.67,328079.6157,0,55,719760.04,76085.79,8904.24,338292.87
12/14/2014,0,73864.77,35.39,253040.1,376412.88,335039.2612,0,55,629452.98,72925.04,-939.73,337353.14
12/15/2014,0,67563.53,35.76,562563.8,0,0,0,55,562563.8,70583.92,3020.39,340373.52
12/16/2014,0,61165.21,54.32,0,0,0,0,55,0,50894.19,-10271.02,330102.5
12/17/2014,0,63358.59,43.98,164172.65,235274.19,360302.7214,0,55,399446.84,64874.82,1516.23,331618.74
12/18/2014,0,70516.05,36.3,164633.15,473479.83,620616.3981,0,55,638112.98,73228.14,2712.09,334330.83
12/19/2014,0,65391.83,39.57,199458.71,419978.27,544828.5137,0,55,619436.98,72574.48,7182.65,341513.47
12/20/2014,0,72100.78,38.21,177836.34,395829.28,492439.2707,0,55,573665.62,70972.48,-1128.3,340385.18
12/21/2014,0,75623.95,37.59,163825.29,471156.45,448041.0344,0,55,634981.74,73118.55,-2505.41,337879.77
12/22/2014,0,67150.63,47.81,473455.5,0,154842.7569,0,55,473455.5,67465.13,314.5,338194.27
12/23/2014,0,68890.47,62.73,28072.68,0,128229.6508,0,62.73,28072.68,56837.02,-12053.45,326140.82
12/24/2014,0,64322.58,67.22,179610.87,311129.21,206830.2124,0,67.22,490740.08,75910.95,11588.37,337729.19
12/25/2014,0,57960.47,55.99,248454.71,357532.39,187484.9271,0,55.99,605987.1,72741.61,14781.14,352510.34
12/26/2014,0,41870.57,35.26,0,0,0,0,55,0,50894.19,9023.61,361533.95
12/27/2014,0,57388.9,32.85,77281.09,117873.17,272647.0334,0,55,195154.26,57724.58,335.68,361869.63
12/28/2014,0,65508.41,39.66,138867.87,367949.17,496835.2714,0,55,506817.04,68632.78,3124.37,364994.01
12/29/2014,0,64759.02,38.16,722975.43,0,0,0,55,722975.43,76198.33,11439.3,376433.31
12/30/2014,0,51588.62,39.03,93614.73,0,0,0,55,93614.73,54170.7,2582.08,379015.39
12/31/2014,0,64703.35,47.94,156634.11,258840.98,322820.3826,0,55,415475.09,65435.81,732.46,379747.85
